,Bundesland,Landkreis,date,infected,log(infected+1)
1292,Niedersachsen,Wittmund,12-03,1.0,0.6931471805599453
1293,Niedersachsen,Wolfenbüttel,12-03,0.0,0.0
1294,Niedersachsen,Wolfsburg Städte,12-03,0.0,0.0
1295,Rheinland-Pfalz,Worms Städte,12-03,0.0,0.0
1296,Bayern,Wunsiedel,12-03,0.0,0.0
1297,Nordrhein-Westfalen,Wuppertal Städte,12-03,0.0,0.0
1298,Bayern,Würzburg,12-03,1.0,0.6931471805599453
1299,Bayern,Würzburg Städte,12-03,4.0,1.6094379124341003
1300,Baden-Württemberg,Zollernalbkreis,12-03,21.0,3.091042453358316
1301,Rheinland-Pfalz,Zweibrücken Städte,12-03,0.0,0.0
1302,Nordrhein-Westfalen,Aachen,13-03,31.0,3.4657359027997265
1303,Nordrhein-Westfalen,Aachen Städte,13-03,40.0,3.713572066704308
1304,Sachsen-Anhalt,Anhalt-Zerbst,13-03,1.0,0.6931471805599453
1305,Sachsen-Anhalt,Bitterfeld,13-03,1.0,0.6931471805599453
1306,Sachsen-Anhalt,Köthen,13-03,1.0,0.6931471805599453
1307,Sachsen,Bautzen,13-03,5.0,1.791759469228055
1308,Sachsen,Kamenz,13-03,5.0,1.791759469228055
1309,Sachsen-Anhalt,Bördekreis,13-03,1.0,0.6931471805599453
1310,Sachsen-Anhalt,Ohrekreis,13-03,2.0,1.0986122886681098
1311,Niedersachsen,Cuxhaven,13-03,3.0,1.3862943611198906
1312,Niedersachsen,Oldenburg,13-03,4.0,1.6094379124341003
1313,Sachsen,Annaberg,13-03,0.0,0.0
1314,Sachsen,Aue-Schwarzenberg,13-03,0.0,0.0
1315,Sachsen,Mittlerer Erzgebirgskreis,13-03,0.0,0.0
1316,Sachsen,Stollberg,13-03,0.0,0.0
1317,Sachsen,Görlitz Städte,13-03,0.0,0.0
1318,Sachsen,Löbau-Zittau,13-03,1.0,0.6931471805599453
1319,Sachsen,Niederschlesischer Oberlausitzkreis,13-03,1.0,0.6931471805599453
1320,Niedersachsen,Göttingen,13-03,0.0,0.0
1321,Niedersachsen,Osterode,13-03,0.0,0.0
1322,Sachsen-Anhalt,Halberstadt,13-03,0.0,0.0
1323,Sachsen-Anhalt,Quedlinburg,13-03,0.0,0.0
1324,Sachsen-Anhalt,Wernigerode,13-03,1.0,0.6931471805599453
1325,Sachsen,Leipziger Land,13-03,4.0,1.6094379124341003
1326,Sachsen,Muldentalkreis,13-03,4.0,1.6094379124341003
1327,Mecklenburg-Vorpommern,Ludwigslust,13-03,0.0,0.0
1328,Mecklenburg-Vorpommern,Parchim,13-03,0.0,0.0
1329,Sachsen-Anhalt,Mansfelder Land,13-03,1.0,0.6931471805599453
1330,Sachsen-Anhalt,Sangerhausen,13-03,1.0,0.6931471805599453
1331,Mecklenburg-Vorpommern,Demmin,13-03,2.0,1.0986122886681098
1332,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,13-03,1.0,0.6931471805599453
1333,Mecklenburg-Vorpommern,Müritz,13-03,2.0,1.0986122886681098
1334,Mecklenburg-Vorpommern,Neubrandenburg Städte,13-03,2.0,1.0986122886681098
1335,Sachsen,Meißen,13-03,2.0,1.0986122886681098
1336,Sachsen,Riesa-Großenhain,13-03,3.0,1.3862943611198906
1337,Sachsen,Delitzsch,13-03,1.0,0.6931471805599453
1338,Sachsen,Torgau-Oschatz,13-03,1.0,0.6931471805599453
1339,Mecklenburg-Vorpommern,Nordwestmecklenburg,13-03,0.0,0.0
1340,Mecklenburg-Vorpommern,Wismar Städte,13-03,0.0,0.0
1341,Mecklenburg-Vorpommern,Bad Doberan,13-03,3.0,1.3862943611198906
1342,Mecklenburg-Vorpommern,Güstrow,13-03,3.0,1.3862943611198906
1343,Sachsen-Anhalt,Merseburg-Querfurt,13-03,1.0,0.6931471805599453
1344,Sachsen-Anhalt,Saalkreis,13-03,1.0,0.6931471805599453
1345,Sachsen,Sächsische Schweiz,13-03,3.0,1.3862943611198906
1346,Sachsen,Weißeritzkreis,13-03,3.0,1.3862943611198906
1347,Sachsen-Anhalt,Aschersleben-Staßfurt,13-03,1.0,0.6931471805599453
1348,Sachsen-Anhalt,Bernburg,13-03,1.0,0.6931471805599453
1349,Sachsen-Anhalt,Schönebeck,13-03,1.0,0.6931471805599453
1350,Sachsen,Plauen Städte,13-03,0.0,0.0
1351,Sachsen,Vogtlandkreis,13-03,0.0,0.0
1352,Mecklenburg-Vorpommern,Greifswald Städte,13-03,0.0,0.0
1353,Mecklenburg-Vorpommern,Ostvorpommern,13-03,1.0,0.6931471805599453
1354,Mecklenburg-Vorpommern,Uecker-Randow,13-03,1.0,0.6931471805599453
1355,Mecklenburg-Vorpommern,Nordvorpommern,13-03,2.0,1.0986122886681098
1356,Mecklenburg-Vorpommern,Rügen,13-03,2.0,1.0986122886681098
1357,Mecklenburg-Vorpommern,Stralsund Städte,13-03,2.0,1.0986122886681098
1358,Sachsen-Anhalt,Burgenlandkreis,13-03,1.0,0.6931471805599453
1359,Sachsen-Anhalt,Weißenfels,13-03,1.0,0.6931471805599453
1360,Sachsen,Chemnitzer Land,13-03,0.0,0.0
1361,Sachsen,Zwickau Städte,13-03,0.0,0.0
1362,Sachsen,Zwickauer Land,13-03,0.0,0.0
1363,Rheinland-Pfalz,Ahrweiler,13-03,2.0,1.0986122886681098
1364,Bayern,Aichach-Friedberg,13-03,0.0,0.0
1365,Baden-Württemberg,Alb-Donau,13-03,6.0,1.9459101490553132
1366,Thüringen,Altenburger Land,13-03,0.0,0.0
1367,Rheinland-Pfalz,Altenkirchen,13-03,0.0,0.0
1368,Bayern,Altötting,13-03,0.0,0.0
1369,Rheinland-Pfalz,Alzey-Worms,13-03,2.0,1.0986122886681098
1370,Bayern,Amberg Städte,13-03,0.0,0.0
1371,Bayern,Amberg-Sulzbach,13-03,4.0,1.6094379124341003
1372,Bayern,Ansbach,13-03,0.0,0.0
1373,Bayern,Ansbach Städte,13-03,0.0,0.0
1374,Bayern,Aschaffenburg,13-03,2.0,1.0986122886681098
1375,Bayern,Aschaffenburg Städte,13-03,0.0,0.0
1376,Bayern,Augsburg,13-03,0.0,0.0
1377,Bayern,Augsburg Städte,13-03,5.0,1.791759469228055
1378,Rheinland-Pfalz,Bad Dürkheim,13-03,7.0,2.0794415416798357
1379,Bayern,Bad Kissingen,13-03,3.0,1.3862943611198906
1380,Rheinland-Pfalz,Bad Kreuznach,13-03,0.0,0.0
1381,Bayern,Bad Tölz-Wolfratshausen,13-03,2.0,1.0986122886681098
1382,Baden-Württemberg,Baden-Baden Städte,13-03,3.0,1.3862943611198906
1383,Bayern,Bamberg,13-03,0.0,0.0
1384,Bayern,Bamberg Städte,13-03,0.0,0.0
1385,Brandenburg,Barnim,13-03,4.0,1.6094379124341003
1386,Bayern,Bayreuth,13-03,5.0,1.791759469228055
1387,Bayern,Bayreuth Städte,13-03,0.0,0.0
1388,Bayern,Berchtesgadener Land,13-03,0.0,0.0
1389,Hessen,Bergstraße,13-03,5.0,1.791759469228055
1390,Berlin,Berlin,13-03,174.0,5.1647859739235145
1391,Rheinland-Pfalz,Bernkastel-Wittlich,13-03,3.0,1.3862943611198906
1392,Baden-Württemberg,Biberach,13-03,5.0,1.791759469228055
1393,Nordrhein-Westfalen,Bielefeld Städte,13-03,1.0,0.6931471805599453
1394,Rheinland-Pfalz,Birkenfeld,13-03,0.0,0.0
1395,Rheinland-Pfalz,Bitburg-Prüm,13-03,4.0,1.6094379124341003
1396,Baden-Württemberg,Böblingen,13-03,6.0,1.9459101490553132
1397,Nordrhein-Westfalen,Bochum Städte,13-03,15.0,2.772588722239781
1398,Baden-Württemberg,Bodensee,13-03,8.0,2.1972245773362196
1399,Nordrhein-Westfalen,Bonn Städte,13-03,13.0,2.6390573296152584
1400,Nordrhein-Westfalen,Borken,13-03,11.0,2.4849066497880004
1401,Nordrhein-Westfalen,Bottrop Städte,13-03,3.0,1.3862943611198906
1402,Brandenburg,Brandenburg an der Havel Städte,13-03,0.0,0.0
1403,Baden-Württemberg,Breisgau-Hochschwarzwald,13-03,16.0,2.833213344056216
1404,Bremen,Bremen Städte,13-03,38.0,3.6635616461296463
1405,Baden-Württemberg,Calw,13-03,12.0,2.5649493574615367
1406,Niedersachsen,Ammerland,13-03,4.0,1.6094379124341003
1407,Bayern,Cham,13-03,4.0,1.6094379124341003
1408,Nordrhein-Westfalen,Cleves,13-03,6.0,1.9459101490553132
1409,Niedersachsen,Aurich,13-03,1.0,0.6931471805599453
1410,Bayern,Coburg,13-03,0.0,0.0
1411,Bayern,Coburg Städte,13-03,0.0,0.0
1412,Rheinland-Pfalz,Cochem-Zell,13-03,0.0,0.0
1413,Nordrhein-Westfalen,Coesfeld,13-03,28.0,3.367295829986474
1414,Nordrhein-Westfalen,Cologne Städte,13-03,10.0,2.3978952727983707
1415,Brandenburg,Cottbus Städte,13-03,8.0,2.1972245773362196
1416,Niedersachsen,Braunschweig Städte,13-03,2.0,1.0986122886681098
1417,Bayern,Dachau,13-03,0.0,0.0
1418,Brandenburg,Dahme-Spreewald,13-03,2.0,1.0986122886681098
1419,Hessen,Darmstadt Städte,13-03,0.0,0.0
1420,Hessen,Darmstadt-Dieburg,13-03,3.0,1.3862943611198906
1421,Bayern,Deggendorf,13-03,1.0,0.6931471805599453
1422,Niedersachsen,Celle,13-03,6.0,1.9459101490553132
1423,Bayern,Dillingen,13-03,0.0,0.0
1424,Bayern,Dingolfing-Landau,13-03,7.0,2.0794415416798357
1425,Schleswig-Holstein,Dithmarschen,13-03,1.0,0.6931471805599453
1426,Bayern,Donau-Ries,13-03,2.0,1.0986122886681098
1427,Rheinland-Pfalz,Donnersbergkreis,13-03,2.0,1.0986122886681098
1428,Nordrhein-Westfalen,Dortmund Städte,13-03,6.0,1.9459101490553132
1429,Nordrhein-Westfalen,Duisburg Städte,13-03,10.0,2.3978952727983707
1430,Nordrhein-Westfalen,Düren,13-03,8.0,2.1972245773362196
1431,Nordrhein-Westfalen,Düsseldorf Städte,13-03,7.0,2.0794415416798357
1432,Bayern,Ebersberg,13-03,18.0,2.9444389791664403
1433,Thüringen,Eichsfeld,13-03,0.0,0.0
1434,Bayern,Eichstätt,13-03,0.0,0.0
1435,Brandenburg,Elbe-Elster,13-03,5.0,1.791759469228055
1436,Niedersachsen,Cloppenburg,13-03,1.0,0.6931471805599453
1437,Baden-Württemberg,Emmendingen,13-03,15.0,2.772588722239781
1438,Niedersachsen,Diepholz,13-03,16.0,2.833213344056216
1439,Nordrhein-Westfalen,Ennepe-Ruhr,13-03,3.0,1.3862943611198906
1440,Baden-Württemberg,Enz,13-03,3.0,1.3862943611198906
1441,Bayern,Erding,13-03,3.0,1.3862943611198906
1442,Thüringen,Erfurt Städte,13-03,2.0,1.0986122886681098
1443,Bayern,Erlangen Städte,13-03,5.0,1.791759469228055
1444,Bayern,Erlangen-Höchstadt,13-03,9.0,2.302585092994046
1445,Nordrhein-Westfalen,Essen Städte,13-03,5.0,1.791759469228055
1446,Baden-Württemberg,Esslingen,13-03,52.0,3.970291913552122
1447,Nordrhein-Westfalen,Euskirchen,13-03,0.0,0.0
1448,Schleswig-Holstein,Flensburg Städte,13-03,11.0,2.4849066497880004
1449,Bayern,Forchheim,13-03,3.0,1.3862943611198906
1450,Rheinland-Pfalz,Frankenthal Städte,13-03,0.0,0.0
1451,Hessen,Frankfurt am Main Städte,13-03,15.0,2.772588722239781
1452,Brandenburg,Frankfurt am Oder Städte,13-03,0.0,0.0
1453,Baden-Württemberg,Freiburg,13-03,18.0,2.9444389791664403
1454,Bayern,Freising,13-03,51.0,3.9512437185814275
1455,Baden-Württemberg,Freudenstadt,13-03,2.0,1.0986122886681098
1456,Bayern,Freyung-Grafenau,13-03,0.0,0.0
1457,Niedersachsen,Emden Städte,13-03,3.0,1.3862943611198906
1458,Hessen,Fulda,13-03,7.0,2.0794415416798357
1459,Bayern,Fürstenfeldbruck,13-03,6.0,1.9459101490553132
1460,Bayern,Fürth,13-03,2.0,1.0986122886681098
1461,Bayern,Fürth Städte,13-03,6.0,1.9459101490553132
1462,Bayern,Garmisch-Partenkirchen,13-03,2.0,1.0986122886681098
1463,Nordrhein-Westfalen,Gelsenkirchen Städte,13-03,3.0,1.3862943611198906
1464,Thüringen,Gera Städte,13-03,1.0,0.6931471805599453
1465,Rheinland-Pfalz,Germersheim,13-03,3.0,1.3862943611198906
1466,Hessen,Gießen,13-03,4.0,1.6094379124341003
1467,Niedersachsen,Emsland,13-03,4.0,1.6094379124341003
1468,Baden-Württemberg,Göppingen,13-03,14.0,2.70805020110221
1469,Niedersachsen,Friesland,13-03,2.0,1.0986122886681098
1470,Thüringen,Gotha,13-03,0.0,0.0
1471,Niedersachsen,Gifhorn,13-03,0.0,0.0
1472,Niedersachsen,Goslar,13-03,0.0,0.0
1473,Thüringen,Greiz,13-03,0.0,0.0
1474,Hessen,Groß-Gerau,13-03,2.0,1.0986122886681098
1475,Bayern,Günzburg,13-03,0.0,0.0
1476,Nordrhein-Westfalen,Gütersloh,13-03,6.0,1.9459101490553132
1477,Nordrhein-Westfalen,Hagen Städte,13-03,3.0,1.3862943611198906
1478,Hamburg,Hamburg Städte,13-03,99.0,4.605170185988092
1479,Niedersachsen,Grafschaft Bentheim,13-03,3.0,1.3862943611198906
1480,Nordrhein-Westfalen,Hamm Städte,13-03,0.0,0.0
1481,Niedersachsen,Hamelin-Pyrmont,13-03,2.0,1.0986122886681098
1482,Niedersachsen,Hanover,13-03,15.0,2.772588722239781
1483,Bayern,Haßberge,13-03,3.0,1.3862943611198906
1484,Brandenburg,Havelland,13-03,2.0,1.0986122886681098
1485,Baden-Württemberg,Heidelberg Städte,13-03,1.0,0.6931471805599453
1486,Baden-Württemberg,Heidenheim,13-03,4.0,1.6094379124341003
1487,Baden-Württemberg,Heilbronn,13-03,0.0,0.0
1488,Baden-Württemberg,Heilbronn city Städte,13-03,0.0,0.0
1489,Nordrhein-Westfalen,Heinsberg,13-03,451.0,6.113682179832232
1490,Niedersachsen,Harburg,13-03,10.0,2.3978952727983707
1491,Nordrhein-Westfalen,Herford,13-03,6.0,1.9459101490553132
1492,Nordrhein-Westfalen,Herne Städte,13-03,4.0,1.6094379124341003
1493,Hessen,Hersfeld-Rotenburg,13-03,0.0,0.0
1494,Thüringen,Hildburghausen,13-03,0.0,0.0
1495,Niedersachsen,Helmstedt,13-03,0.0,0.0
1496,Nordrhein-Westfalen,Hochsauerlandkreis,13-03,14.0,2.70805020110221
1497,Hessen,Hochtaunuskreis,13-03,4.0,1.6094379124341003
1498,Bayern,Hof,13-03,1.0,0.6931471805599453
1499,Bayern,Hof Städte,13-03,1.0,0.6931471805599453
1500,Baden-Württemberg,Hohenlohe,13-03,8.0,2.1972245773362196
1501,Niedersachsen,Hildesheim,13-03,5.0,1.791759469228055
1502,Nordrhein-Westfalen,Höxter,13-03,0.0,0.0
1503,Thüringen,Ilm-Kreis,13-03,1.0,0.6931471805599453
1504,Bayern,Ingolstadt Städte,13-03,1.0,0.6931471805599453
1505,Thüringen,Jena Städte,13-03,0.0,0.0
1506,Rheinland-Pfalz,Kaiserslautern,13-03,2.0,1.0986122886681098
1507,Rheinland-Pfalz,Kaiserslautern Städte,13-03,6.0,1.9459101490553132
1508,Baden-Württemberg,Karlsruhe,13-03,7.0,2.0794415416798357
1509,Baden-Württemberg,Karlsruhe Städte,13-03,3.0,1.3862943611198906
1510,Hessen,Kassel,13-03,3.0,1.3862943611198906
1511,Hessen,Kassel Städte,13-03,3.0,1.3862943611198906
1512,Bayern,Kaufbeuren Städte,13-03,0.0,0.0
1513,Bayern,Kelheim,13-03,2.0,1.0986122886681098
1514,Bayern,Kempten Städte,13-03,0.0,0.0
1515,Schleswig-Holstein,Kiel Städte,13-03,11.0,2.4849066497880004
1516,Bayern,Kitzingen,13-03,0.0,0.0
1517,Rheinland-Pfalz,Koblenz Coblenz Städte,13-03,8.0,2.1972245773362196
1518,Baden-Württemberg,Konstanz,13-03,7.0,2.0794415416798357
1519,Nordrhein-Westfalen,Krefeld Städte,13-03,2.0,1.0986122886681098
1520,Bayern,Kronach,13-03,0.0,0.0
1521,Bayern,Kulmbach,13-03,0.0,0.0
1522,Rheinland-Pfalz,Kusel,13-03,1.0,0.6931471805599453
1523,Thüringen,Kyffhäuserkreis,13-03,5.0,1.791759469228055
1524,Hessen,Lahn-Dill-Kreis,13-03,5.0,1.791759469228055
1525,Rheinland-Pfalz,Landau Städte,13-03,0.0,0.0
1526,Bayern,Landsberg,13-03,2.0,1.0986122886681098
1527,Bayern,Landshut,13-03,2.0,1.0986122886681098
1528,Bayern,Landshut Städte,13-03,1.0,0.6931471805599453
1529,Schleswig-Holstein,Lauenburg,13-03,3.0,1.3862943611198906
1530,Niedersachsen,Holzminden,13-03,1.0,0.6931471805599453
1531,Nordrhein-Westfalen,Leverkusen Städte,13-03,5.0,1.791759469228055
1532,Bayern,Lichtenfels,13-03,0.0,0.0
1533,Hessen,Limburg-Weilburg,13-03,0.0,0.0
1534,Bayern,Lindau,13-03,8.0,2.1972245773362196
1535,Nordrhein-Westfalen,Lippe,13-03,32.0,3.4965075614664802
1536,Baden-Württemberg,Lörrach,13-03,4.0,1.6094379124341003
1537,Schleswig-Holstein,Lübeck Städte,13-03,8.0,2.1972245773362196
1538,Niedersachsen,Leer,13-03,1.0,0.6931471805599453
1539,Baden-Württemberg,Ludwigsburg,13-03,19.0,2.995732273553991
1540,Rheinland-Pfalz,Ludwigshafen Städte,13-03,1.0,0.6931471805599453
1541,Niedersachsen,Lüchow-Dannenberg,13-03,0.0,0.0
1542,Hessen,Main-Kinzig-Kreis,13-03,8.0,2.1972245773362196
1543,Bayern,Main-Spessart,13-03,1.0,0.6931471805599453
1544,Baden-Württemberg,Main-Tauber,13-03,28.0,3.367295829986474
1545,Hessen,Main-Taunus-Kreis Städte,13-03,4.0,1.6094379124341003
1546,Rheinland-Pfalz,Mainz Städte,13-03,11.0,2.4849066497880004
1547,Rheinland-Pfalz,Mainz-Bingen,13-03,10.0,2.3978952727983707
1548,Baden-Württemberg,Mannheim Städte,13-03,12.0,2.5649493574615367
1549,Hessen,Marburg-Biedenkopf,13-03,7.0,2.0794415416798357
1550,Brandenburg,Märkisch-Oderland,13-03,5.0,1.791759469228055
1551,Nordrhein-Westfalen,Märkischer Kreis,13-03,12.0,2.5649493574615367
1552,Rheinland-Pfalz,Mayen-Koblenz,13-03,7.0,2.0794415416798357
1553,Bayern,Memmingen Städte,13-03,0.0,0.0
1554,Saarland,Merzig-Wadern,13-03,1.0,0.6931471805599453
1555,Nordrhein-Westfalen,Mettmann,13-03,16.0,2.833213344056216
1556,Bayern,Miesbach,13-03,1.0,0.6931471805599453
1557,Bayern,Miltenberg,13-03,1.0,0.6931471805599453
1558,Nordrhein-Westfalen,Minden-Lübbecke,13-03,10.0,2.3978952727983707
1559,Nordrhein-Westfalen,Mönchengladbach Städte,13-03,8.0,2.1972245773362196
1560,Bayern,Mühldorf,13-03,0.0,0.0
1561,Nordrhein-Westfalen,Mülheim Städte,13-03,5.0,1.791759469228055
1562,Bayern,München,13-03,16.0,2.833213344056216
1563,Bayern,Munich Städte,13-03,107.0,4.68213122712422
1564,Nordrhein-Westfalen,Münster Städte,13-03,17.0,2.8903717578961645
1565,Baden-Württemberg,Neckar-Odenwald-Kreis,13-03,1.0,0.6931471805599453
1566,Bayern,Neu-Ulm,13-03,3.0,1.3862943611198906
1567,Bayern,Neuburg-Schrobenhausen,13-03,0.0,0.0
1568,Bayern,Neumarkt,13-03,2.0,1.0986122886681098
1569,Schleswig-Holstein,Neumünster Städte,13-03,0.0,0.0
1570,Saarland,Neunkirchen,13-03,2.0,1.0986122886681098
1571,Bayern,Neustadt,13-03,1.0,0.6931471805599453
1572,Rheinland-Pfalz,Neustadt Städte,13-03,1.0,0.6931471805599453
1573,Bayern,Neustadt-Bad Windsheim,13-03,4.0,1.6094379124341003
1574,Rheinland-Pfalz,Neuwied,13-03,8.0,2.1972245773362196
1575,Niedersachsen,Lüneburg,13-03,1.0,0.6931471805599453
1576,Schleswig-Holstein,Nordfriesland,13-03,0.0,0.0
1577,Thüringen,Nordhausen,13-03,0.0,0.0
1578,Niedersachsen,Nienburg,13-03,2.0,1.0986122886681098
1579,Bayern,Nuremberg Städte,13-03,19.0,2.995732273553991
1580,Bayern,Nürnberger Land,13-03,2.0,1.0986122886681098
1581,Bayern,Oberallgäu,13-03,6.0,1.9459101490553132
1582,Nordrhein-Westfalen,Oberbergischer Kreis,13-03,12.0,2.5649493574615367
1583,Nordrhein-Westfalen,Oberhausen Städte,13-03,0.0,0.0
1584,Brandenburg,Oberhavel,13-03,1.0,0.6931471805599453
1585,Brandenburg,Oberspreewald-Lausitz,13-03,2.0,1.0986122886681098
1586,Hessen,Odenwaldkreis,13-03,0.0,0.0
1587,Brandenburg,Oder-Spree,13-03,3.0,1.3862943611198906
1588,Hessen,Offenbach,13-03,4.0,1.6094379124341003
1589,Hessen,Offenbach am Main Städte,13-03,1.0,0.6931471805599453
1590,Niedersachsen,Northeim,13-03,4.0,1.6094379124341003
1591,Nordrhein-Westfalen,Olpe,13-03,0.0,0.0
1592,Baden-Württemberg,Ortenaukreis,13-03,13.0,2.6390573296152584
1593,Niedersachsen,Oldenburg Städte,13-03,1.0,0.6931471805599453
1594,Niedersachsen,Osnabrück,13-03,0.0,0.0
1595,Baden-Württemberg,Ostalbkreis,13-03,6.0,1.9459101490553132
1596,Bayern,Ostallgäu,13-03,5.0,1.791759469228055
1597,Niedersachsen,Osnabrück Städte,13-03,0.0,0.0
1598,Niedersachsen,Osterholz,13-03,9.0,2.302585092994046
1599,Schleswig-Holstein,Ostholstein,13-03,1.0,0.6931471805599453
1600,Brandenburg,Ostprignitz-Ruppin,13-03,0.0,0.0
1601,Nordrhein-Westfalen,Paderborn,13-03,7.0,2.0794415416798357
1602,Bayern,Passau,13-03,4.0,1.6094379124341003
1603,Bayern,Passau Städte,13-03,0.0,0.0
1604,Niedersachsen,Peine,13-03,0.0,0.0
1605,Bayern,Pfaffenhofen,13-03,4.0,1.6094379124341003
1606,Baden-Württemberg,Pforzheim Städte,13-03,4.0,1.6094379124341003
1607,Schleswig-Holstein,Pinneberg,13-03,6.0,1.9459101490553132
1608,Schleswig-Holstein,Plön,13-03,2.0,1.0986122886681098
1609,Brandenburg,Potsdam Städte,13-03,0.0,0.0
1610,Brandenburg,Potsdam-Mittelmark,13-03,3.0,1.3862943611198906
1611,Brandenburg,Prignitz,13-03,0.0,0.0
1612,Baden-Württemberg,Rastatt,13-03,11.0,2.4849066497880004
1613,Baden-Württemberg,Ravensburg,13-03,5.0,1.791759469228055
1614,Nordrhein-Westfalen,Recklinghausen,13-03,7.0,2.0794415416798357
1615,Bayern,Regen,13-03,3.0,1.3862943611198906
1616,Bayern,Regensburg,13-03,4.0,1.6094379124341003
1617,Bayern,Regensburg Städte,13-03,1.0,0.6931471805599453
1618,Baden-Württemberg,Rems-Murr-Kreis,13-03,18.0,2.9444389791664403
1619,Nordrhein-Westfalen,Remscheid Städte,13-03,5.0,1.791759469228055
1620,Schleswig-Holstein,Rendsburg-Eckernförde,13-03,6.0,1.9459101490553132
1621,Baden-Württemberg,Reutlingen,13-03,3.0,1.3862943611198906
1622,Nordrhein-Westfalen,Rhein-Erft-Kreis,13-03,5.0,1.791759469228055
1623,Rheinland-Pfalz,Rhein-Hunsrück,13-03,6.0,1.9459101490553132
1624,Nordrhein-Westfalen,Rhein-Kreis Neuss,13-03,7.0,2.0794415416798357
1625,Rheinland-Pfalz,Rhein-Lahn,13-03,5.0,1.791759469228055
1626,Baden-Württemberg,Rhein-Neckar-Kreis,13-03,8.0,2.1972245773362196
1627,Rheinland-Pfalz,Rhein-Pfalz-Kreis,13-03,1.0,0.6931471805599453
1628,Nordrhein-Westfalen,Rhein-Sieg,13-03,1.0,0.6931471805599453
1629,Hessen,Rheingau-Taunus-Kreis,13-03,6.0,1.9459101490553132
1630,Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,13-03,14.0,2.70805020110221
1631,Bayern,Rhön-Grabfeld,13-03,1.0,0.6931471805599453
1632,Sachsen,Chemnitz Städte,13-03,3.0,1.3862943611198906
1633,Bayern,Rosenheim,13-03,3.0,1.3862943611198906
1634,Bayern,Rosenheim Städte,13-03,1.0,0.6931471805599453
1635,Niedersachsen,Rotenburg,13-03,5.0,1.791759469228055
1636,Bayern,Roth,13-03,3.0,1.3862943611198906
1637,Bayern,Rottal-Inn,13-03,6.0,1.9459101490553132
1638,Baden-Württemberg,Rottweil,13-03,1.0,0.6931471805599453
1639,Thüringen,Saale-Holzland,13-03,3.0,1.3862943611198906
1640,Thüringen,Saale-Orla,13-03,3.0,1.3862943611198906
1641,Thüringen,Saalfeld-Rudolstadt,13-03,0.0,0.0
1642,Sachsen-Anhalt,Altmarkkreis Salzwedel,13-03,0.0,0.0
1643,Saarland,Saarbrücken Städte,13-03,10.0,2.3978952727983707
1644,Saarland,Saarlouis,13-03,4.0,1.6094379124341003
1645,Saarland,Saarpfalz,13-03,3.0,1.3862943611198906
1646,Sachsen,Döbeln,13-03,0.0,0.0
1647,Niedersachsen,Salzgitter Städte,13-03,1.0,0.6931471805599453
1648,Sachsen-Anhalt,Dessau Städte,13-03,0.0,0.0
1649,Saarland,Sankt Wendel,13-03,10.0,2.3978952727983707
1650,Niedersachsen,Schaumburg,13-03,1.0,0.6931471805599453
1651,Schleswig-Holstein,Schleswig-Flensburg,13-03,4.0,1.6094379124341003
1652,Thüringen,Schmalkalden-Meiningen,13-03,0.0,0.0
1653,Sachsen-Anhalt,Halle Städte,13-03,7.0,2.0794415416798357
1654,Bayern,Schwabach Städte,13-03,1.0,0.6931471805599453
1655,Baden-Württemberg,Schwäbisch Hall,13-03,3.0,1.3862943611198906
1656,Hessen,Schwalm-Eder-Kreis,13-03,3.0,1.3862943611198906
1657,Bayern,Schwandorf,13-03,0.0,0.0
1658,Baden-Württemberg,Schwarzwald-Baar-Kreis,13-03,1.0,0.6931471805599453
1659,Bayern,Schweinfurt,13-03,2.0,1.0986122886681098
1660,Bayern,Schweinfurt Städte,13-03,0.0,0.0
1661,Schleswig-Holstein,Segeberg,13-03,3.0,1.3862943611198906
1662,Nordrhein-Westfalen,Siegen-Wittgenstein,13-03,2.0,1.0986122886681098
1663,Baden-Württemberg,Sigmaringen,13-03,4.0,1.6094379124341003
1664,Nordrhein-Westfalen,Soest,13-03,3.0,1.3862943611198906
1665,Nordrhein-Westfalen,Solingen Städte,13-03,5.0,1.791759469228055
1666,Niedersachsen,Soltau-Fallingbostel,13-03,0.0,0.0
1667,Thüringen,Sömmerda,13-03,0.0,0.0
1668,Thüringen,Sonneberg,13-03,0.0,0.0
1669,Rheinland-Pfalz,Speyer Spires Städte,13-03,0.0,0.0
1670,Brandenburg,Spree-Neiße,13-03,3.0,1.3862943611198906
1671,Niedersachsen,Stade,13-03,14.0,2.70805020110221
1672,Bayern,Starnberg,13-03,16.0,2.833213344056216
1673,Schleswig-Holstein,Steinburg,13-03,0.0,0.0
1674,Nordrhein-Westfalen,Steinfurt,13-03,2.0,1.0986122886681098
1675,Sachsen-Anhalt,Jerichower Land,13-03,1.0,0.6931471805599453
1676,Sachsen,Dresden Städte,13-03,6.0,1.9459101490553132
1677,Schleswig-Holstein,Stormarn,13-03,0.0,0.0
1678,Bayern,Straubing Städte,13-03,2.0,1.0986122886681098
1679,Bayern,Straubing-Bogen,13-03,1.0,0.6931471805599453
1680,Baden-Württemberg,Stuttgart Städte,13-03,35.0,3.58351893845611
1681,Rheinland-Pfalz,Südliche Weinstraße,13-03,1.0,0.6931471805599453
1682,Rheinland-Pfalz,Südwestpfalz,13-03,0.0,0.0
